DHSID,GPS_Dataset,DHSCC,DHSYEAR,DHSCLUST,SurveyID,All_Population_Count_2005,All_Population_Count_2010,All_Population_Count_2015,Annual_Precipitation_2000,Annual_Precipitation_2005,Annual_Precipitation_2010,Annual_Precipitation_2015,Aridity_2000,Aridity_2005,Aridity_2010,Aridity_2015,BUILT_Population_1990,BUILT_Population_2000,BUILT_Population_2014,Day_Land_Surface_Temp_2000,Day_Land_Surface_Temp_2005,Day_Land_Surface_Temp_2010,Day_Land_Surface_Temp_2015,Diurnal_Temperature_Range_2000,Diurnal_Temperature_Range_2005,Diurnal_Temperature_Range_2010,Diurnal_Temperature_Range_2015,Drought_Episodes,Enhanced_Vegetation_Index_1985,Enhanced_Vegetation_Index_1990,Enhanced_Vegetation_Index_1995,Enhanced_Vegetation_Index_2000,Enhanced_Vegetation_Index_2005,Enhanced_Vegetation_Index_2010,Enhanced_Vegetation_Index_2015,Frost_Days_2000,Frost_Days_2005,Frost_Days_2010,Frost_Days_2015,Global_Human_Footprint,Gross_Cell_Production,Growing_Season_Length,Irrigation,ITN_Coverage_2005,ITN_Coverage_2010,ITN_Coverage_2015,Land_Surface_Temperature_2000,Land_Surface_Temperature_2005,Land_Surface_Temperature_2010,Land_Surface_Temperature_2015,Livestock_Cattle,Livestock_Chickens,Livestock_Goats,Livestock_Pigs,Livestock_Sheep,Malaria_Incidence_2000,Malaria_Incidence_2005,Malaria_Incidence_2010,Malaria_Incidence_2015,Malaria_Prevalence_2000,Malaria_Prevalence_2005,Malaria_Prevalence_2010,Malaria_Prevalence_2015,Maximum_Temperature_2000,Maximum_Temperature_2005,Maximum_Temperature_2010,Maximum_Temperature_2015,Mean_Temperature_2000,Mean_Temperature_2005,Mean_Temperature_2010,Mean_Temperature_2015,Minimum_Temperature_2000,Minimum_Temperature_2005,Minimum_Temperature_2010,Minimum_Temperature_2015,Nightlights_Composite,Night_Land_Surface_Temp2010,Night_Land_Surface_Temp2015,Night_Land_Surface_Temp_2000,Night_Land_Surface_Temp_2005,Night_Land_Surface_Temp_2010,Night_Land_Surface_Temp_2015,PET_2000,PET_2005,PET_2010,PET_2015,Proximity_to_National_Borders,Proximity_to_Protected_Areas,Proximity_to_Water,Rainfall_1985,Rainfall_1990,Rainfall_1995,Rainfall_2000,Rainfall_2005,Rainfall_2010,Rainfall_2015,Slope,SMOD_Population_1990,SMOD_Population_2000,SMOD_Population_2015,Temperature_April,Temperature_August,Temperature_December,Temperature_February,Temperature_January,Temperature_July,Temperature_June,Temperature_March,Temperature_May,Temperature_November,Temperature_October,Temperature_September,Travel_Times_2000,Travel_Times_2015,U5_Population_2000,U5_Population_2005,U5_Population_2010,U5_Population_2015,UN_Population_Count_2000,UN_Population_Count_2005,UN_Population_Count_2010,UN_Population_Count_2015,UN_Population_Density_2000,UN_Population_Density_2005,UN_Population_Density_2010,UN_Population_Density_2015,Wet_Days_2000,Wet_Days_2005,Wet_Days_2010,Wet_Days_2015
NG201500000001,NGGE71FL,NG,2015.0,1.0,NG2015MIS,122019.09375,139335.875,159242.96875,42.70000076293945,58.108333587646484,58.42499923706055,44.35000228881836,6.6980390548706055,9.27260684967041,9.21287727355957,7.0677289962768555,0.7870427645169772,0.8099695352407602,0.8583042438213642,35.89908981323242,35.143333435058594,34.336666107177734,35.391666412353516,14.15000057220459,13.566666603088379,14.074999809265137,13.350000381469727,5,1699,1790,1823,1959,2143,2112,2211,0.0,0.0,0.0,0.0,81.0,1435.310546875,5,1.2931790351867676,0.0,0.15704884791500706,0.008025360885293764,28.364545822143555,28.019166946411133,27.705833435058594,28.40916633605957,0.0,0.0,0.09925790627797444,0.0,1.6511070251464843,0.23778125643730164,0.21495771408081055,0.33210331201553345,0.29090362787246704,0.15911120176315308,0.13765335083007812,0.23515817523002625,0.20465506613254547,35.66666793823242,36.32500076293945,36.67499923706055,35.88333511352539,28.558334350585938,29.516666412353516,29.616666793823242,29.183334350585938,21.516666412353516,22.758333206176758,22.600000381469727,22.53333282470703,11.093922099129099,21.075000762939453,21.426666259765625,20.829999923706055,20.895000457763672,21.075000762939453,21.426666259765625,6.375,6.266666889190674,6.3416666984558105,6.275000095367432,74274.05899,263608.3888,220501.4227,521,476,587,555,672,819,606,0.8928780237833659,3.0,3.0,3.0,32.96500015258789,26.77400016784668,24.47800064086914,26.851999282836914,24.086000442504883,27.767000198364258,30.552000045776367,30.32699966430664,32.81399917602539,27.04400062561035,29.117000579833984,27.66699981689453,6.266666666666667,0.4,1679.5322265625,1908.2677176339287,2179.086356026786,2490.4151785714284,59327.796875,67139.7109375,76294.890625,86669.7734375,4718.294791666666,5339.569791666667,6067.675,6892.78125,3.801666498184204,4.539166450500488,4.791666507720947,3.7641665935516357
NG201500000002,NGGE71FL,NG,2015.0,2.0,NG2015MIS,39034.328125,44574.0234375,50942.375,56.86666488647461,71.32499694824219,72.23333740234375,55.67499923706055,9.976608276367188,12.73660659790039,12.898809432983398,9.810572624206543,0.0709684078509991,0.1105356766627385,0.17011143611027643,35.38999938964844,35.41666793823242,34.37333297729492,35.02090835571289,13.583333969116211,12.883333206176758,13.375,12.816666603088379,7,1878,1902,2039,2223,2334,2297,2334,0.0,0.0,0.0,0.0,35.857142857142854,1543.67578125,6,0.0,0.0,0.276740968181016,0.25356784579579983,27.968181610107422,28.016666412353516,27.543333053588867,28.02045440673828,34.44789341517857,309.28383091517856,101.68455287388393,0.0,107.84735107421875,0.3399893641471863,0.3727244436740875,0.6032120585441589,0.483726441860199,0.25700244307518005,0.29579052329063416,0.536629855632782,0.4127017855644226,35.375,35.858333587646484,36.141666412353516,35.516666412353516,28.549999237060547,29.391666412353516,29.42500114440918,29.09166717529297,21.79166603088379,22.975000381469727,22.766666412353516,22.700000762939453,0.4784356435139974,20.713333129882812,21.020000457763672,20.546363830566406,20.616666793823242,20.713333129882812,21.020000457763672,5.700000286102295,5.599999904632568,5.599999904632568,5.675000190734863,83089.17328,176182.6392,124313.4397,583.0,613.0,609.0,661.0,661.0,764.0,634.0,0.094003541128976,0.0,1.0,1.0,32.72200012207031,26.36199951171875,24.988000869750977,27.371000289916992,24.72800064086914,27.435998916625977,29.81999969482422,30.621999740600586,32.05400085449219,27.288000106811523,28.77400016784668,27.281999588012695,171.21428571428572,21.142857142857142,547.2330322265625,621.7607421875,710.0000610351562,811.4388427734375,1817.352783203125,2062.14306640625,2349.609130859375,2676.24462890625,154.45793805803572,175.2628173828125,199.69473702566964,227.4556884765625,4.662499904632568,5.485833168029785,5.806666374206543,4.386666297912598
NG201500000003,NGGE71FL,NG,2015.0,3.0,NG2015MIS,46315.0859375,52888.0546875,60444.2421875,35.34166717529297,50.491668701171875,49.79999923706055,40.31666564941406,5.28803014755249,7.679340839385986,7.442092418670654,6.139593601226807,0.0014579007671576987,0.004180940401132467,0.009128029323467488,36.34984842936198,35.28361256917318,34.47736104329427,34.48813120524088,14.625,14.091667175292969,14.591667175292969,13.841667175292969,5.0,1461.1666666666667,1532.25,1580.25,1645.4166666666667,1712.3333333333333,1580.0,1742.0,0.0,0.0,0.0,0.0,29.321052631578947,1435.310546875,4.0,1.125114917755127,0.0,0.2375838043221473,0.16262801250324152,27.984242757161457,27.773333231608074,27.261805216471355,27.27788543701172,52.575246710526315,43.00342824835526,126.0850740131579,0.0,127.52372532894736,0.3185628482273647,0.2741717611040388,0.44409901755196707,0.32597603116716656,0.23262054579598562,0.18610153879438127,0.34389400482177734,0.23723905427115305,35.75,36.45000076293945,36.95000076293945,35.983333587646484,28.408334732055664,29.391666412353516,29.633333206176758,29.049999237060547,21.125,22.358333587646484,22.358333587646484,22.141666412353516,0.0,20.046249389648438,20.06763966878255,19.618635813395183,20.263055165608723,20.046249389648438,20.06763966878255,6.683333396911621,6.575000286102295,6.691666603088379,6.566666603088379,12296.63131,210577.3759,308118.6695,419.4166666666667,402.5,496.8333333333333,439.5833333333333,545.0,642.8333333333334,492.9166666666667,0.658277049817537,0.0,0.0,0.0,32.793251037597656,27.047000885009766,23.7552490234375,25.999500274658203,23.260250091552734,28.185001373291016,31.029001235961914,29.90625,32.988250732421875,26.732501983642578,29.07550048828125,28.064998626708984,202.82105263157894,72.41052631578947,20.2343125,22.990020833333332,26.252734375,30.0035,32298.287109375,36551.1875,41535.4140625,47183.53125,101.64251644736842,115.02637746710526,130.71169819078946,148.4862458881579,3.5174999237060547,4.303333282470703,4.520833492279053,3.675833225250244
NG201500000004,NGGE71FL,NG,2015.0,4.0,NG2015MIS,21721.55859375,24804.25,28348.068359375,43.84166717529297,58.375003814697266,57.88333511352539,44.81666564941406,6.823605537414551,9.265872955322266,9.127464294433594,7.094986915588379,0.00860034231204312,0.011167780762700023,0.01877953538557341,36.32318115234375,35.57111104329427,35.10471852620443,35.51487477620443,14.108333587646484,13.449999809265137,13.941667556762695,13.241666793823242,2.0,1601.1666666666667,1597.0,1750.0833333333333,1867.4166666666667,1949.75,1832.25,1866.0,0.0,0.0,0.0,0.0,37.294429708222815,1353.1495535714287,5.0,1.4729200998942058,0.0,0.3280736692392993,0.2808880808074684,28.884544372558594,28.501319885253906,28.265696207682293,28.4697265625,52.281788793103445,60.847500828912466,93.45859582228117,0.0,90.69788212864721,0.3386215269565582,0.31725114583969116,0.4630112648010254,0.3674469590187073,0.2538306713104248,0.23050838708877563,0.3647049367427826,0.28030967712402344,35.858333587646484,36.45000076293945,36.78333282470703,36.06666564941406,28.791667938232422,29.700000762939453,29.78333282470703,29.408334732055664,21.75,23.0,22.84166717529297,22.825000762939453,0.0014033758671909808,21.426666259765625,21.424583435058594,21.445907592773438,21.43152618408203,21.426666259765625,21.424583435058594,6.425000190734863,6.300000190734863,6.3416666984558105,6.316666603088379,79075.62794,233261.0399,200130.857,510.0,493.0,591.6,572.1,638.7,753.5,611.3,0.7237489735732344,0.0,0.0,0.0,32.95733642578125,26.767667134602863,24.546000162760418,26.91033426920573,24.104334513346355,27.78833262125651,30.523000081380207,30.347000122070312,32.77733357747396,27.157333374023438,29.16400146484375,27.777666727701824,125.48010610079575,56.41379310344828,10.24870008103391,11.64447021484375,13.297036028922872,15.196803316156915,57425.515625,64987.33984375,73848.9609375,83891.046875,181.68008123342176,205.60384200928382,233.63981681034483,265.4104774535809,3.9683332443237305,4.663333415985107,4.867499828338623,3.865833282470703
NG201500000005,NGGE71FL,NG,2015.0,5.0,NG2015MIS,9965.302734375,11379.564453125,13005.37890625,49.208335876464844,67.11666870117188,68.125,49.63333511352539,8.20138931274414,11.359661102294922,11.354166984558105,8.400564193725586,0.000691562272108401,0.0009517215501766997,0.0031569377301980893,35.998080783420136,34.72333102756076,34.100372314453125,35.01952785915799,14.02500057220459,13.425000190734863,13.941666603088379,13.308333396911621,5.0,1854.0,1939.7777777777778,2143.6666666666665,2222.222222222222,2289.222222222222,2238.6666666666665,2234.6666666666665,0.0,0.0,0.0,0.0,32.890957446808514,1551.1754150390625,5.0,0.0,0.0,0.2792790209142552,0.1852976213543364,28.54989963107639,27.87000020345052,27.549352010091145,28.124857584635418,20.41615550397878,147.28071120689654,58.419978862732094,0.0,61.35902271220159,0.39310758454459055,0.39376538140433176,0.4950085367475237,0.43035445894513813,0.3165844849177769,0.31439069339207243,0.4096119063241141,0.35289669036865234,34.80833435058594,35.43333435058594,35.79999923706055,35.05833435058594,27.766666412353516,28.700000762939453,28.808334350585938,28.366666793823242,20.783334732055664,22.008333206176758,21.858333587646484,21.75,0.0,20.998333401150173,21.230183919270832,21.10171678331163,21.016665988498264,20.998333401150173,21.230183919270832,6.0,5.9083333015441895,6.0,5.9083333015441895,137336.7196,198068.6376,191531.7414,591.5,629.7,610.1,640.9,712.9,834.1,620.3,0.04453139469541352,0.0,0.0,0.0,32.638999938964844,26.017000198364258,24.361499786376953,26.979999542236328,24.11574935913086,26.93524932861328,29.541500091552734,30.37874984741211,31.980499267578125,26.444501876831055,28.225751876831055,26.910999298095703,168.946949602122,83.82228116710876,4.2582740171707885,4.838208530038436,5.524840329420121,6.314181567513369,17844.30078125,20193.93359375,22947.671875,26068.22265625,56.34565131797082,63.76490488229443,72.46019147877985,82.31373300729443,4.0833330154418945,5.048333168029785,5.330833435058594,4.105833053588867
NG201500000006,NGGE71FL,NG,2015.0,6.0,NG2015MIS,39735.046875,45374.19140625,51856.859375,41.70000076293945,59.05000305175781,59.55833435058594,44.0,6.558322429656982,9.460614204406738,9.354711532592773,7.058823585510254,0.0006156062451414407,0.002349963774696326,0.009194167658162954,32.968790690104164,32.26471964518229,31.518333435058594,31.293927510579426,14.316666603088379,13.77500057220459,14.27500057220459,13.575000762939453,5.0,1189.3333333333333,1104.9166666666667,1166.75,1233.25,1380.8333333333333,1324.0,1373.5,0.0,0.0,0.0,0.0,30.00531914893617,1231.294921875,4.0,0.13858728110790253,0.0,0.23779365048180293,0.15355562263973724,26.36151631673177,26.163818359375,25.624860127766926,25.551549275716145,41.507620304188826,33.89510004571144,87.65030751329788,0.0,95.60871010638297,0.33440707524617513,0.3006080945332845,0.44209718704223633,0.33877061208089193,0.251507568359375,0.21422664324442545,0.34744545618693035,0.25388140678405763,35.13333511352539,35.85000228881836,36.25,35.391666412353516,27.941667556762695,28.933334350585938,29.08333396911621,28.575000762939453,20.816667556762695,22.075000762939453,21.975000381469727,21.816667556762695,0.0,19.73138936360677,19.809165954589844,19.75424321492513,20.062917073567707,19.73138936360677,19.809165954589844,6.358333587646484,6.241666793823242,6.366666793823242,6.233333587646484,21069.96043,209604.7352,306118.202,411.2,419.8,501.9,466.0,550.6,649.1,463.6,0.3226587011459026,0.0,0.0,0.0,32.16425323486328,26.68924903869629,23.402999877929688,25.58824920654297,22.83824920654297,27.788249969482422,30.479999542236328,29.439001083374023,32.371498107910156,26.313499450683594,28.64550018310547,27.71649932861328,194.34574468085106,70.36170212765957,21.494129169721408,24.421411061217007,27.887268603372434,31.871560552602638,19757.943359375,22359.564453125,25408.55078125,28863.638671875,87.96272947607261,99.54518615924093,113.11932755775578,128.50144389438944,3.7774999141693115,4.62333345413208,4.901666641235352,3.8333332538604736
NG201500000007,NGGE71FL,NG,2015.0,7.0,NG2015MIS,56593.984375,64625.72265625,73858.890625,48.85000228881836,66.25833129882812,67.09166717529297,50.04999923706055,8.187150955200195,11.310099601745605,11.371468544006348,8.55555534362793,0.005441354799874221,0.010461402844779099,0.019300231450720677,36.43628207120028,35.48636141690341,34.82287875088778,35.67723222212358,13.858333587646484,13.233333587646484,13.716667175292969,13.066666603088379,5.0,1687.909090909091,1653.909090909091,1802.6363636363637,1945.8181818181818,2023.1818181818182,1973.1818181818182,1995.8181818181818,0.0,0.0,0.0,0.0,34.68684210526316,1549.568359375,5.0,0.0,0.0,0.3089669666812214,0.238834677653728,28.799172141335227,28.446893865411933,28.159923206676137,28.587785200639203,55.366714638157895,78.04560032894737,119.21009457236842,0.0,111.24660773026316,0.3615011487688337,0.346729006086077,0.4671252795628139,0.3861783572605678,0.27824715205601286,0.26161749022347586,0.3690082345690046,0.30111680712018696,35.05833435058594,35.63333511352539,35.974998474121094,35.266666412353516,28.100000381469727,29.0,29.09166717529297,28.71666717529297,21.200000762939453,22.399999618530273,22.258333206176758,22.200000762939453,0.0,21.496970436789773,21.49833263050426,21.162066372958098,21.40742353959517,21.496970436789773,21.49833263050426,5.9666666984558105,5.858333587646484,5.900000095367432,5.849999904632568,99640.41267,233619.0977,187323.5003,568.7,556.5,606.6,630.5,714.9,823.8,676.1,0.3198108673095703,0.0,0.0,1.0,32.8183339436849,26.43433380126953,24.558334350585938,26.954999287923176,24.16466776529948,27.43133544921875,30.039998372395832,30.30933380126953,32.35600026448568,27.023666381835938,28.968332926432293,27.401334126790363,98.6,39.642105263157895,27.430131153393816,31.165837113575268,35.588854061659944,40.673481602822584,40048.83984375,45322.0234375,51502.4296875,58505.625,126.04621710526315,142.642578125,162.0942228618421,184.13546463815788,4.119999885559082,4.996666431427002,5.212499618530273,4.040832996368408
NG201500000008,NGGE71FL,NG,2015.0,8.0,NG2015MIS,36646.296875,41847.0859375,47825.83984375,58.04999923706055,72.84166717529297,75.17500305175781,55.891666412353516,10.412555694580078,13.36544418334961,13.647503852844238,10.131420135498047,0.002193597178108776,0.003169830805196549,0.007477120469553402,36.46327209472656,35.22533264160156,34.81199951171875,35.5047119140625,13.675000190734863,12.991666793823242,13.5,12.916666984558105,9.0,1805.5,1906.2,2031.4,2141.3,2259.1,2155.7,2103.7,0.0,0.0,0.0,0.0,32.215425531914896,1547.425502232143,5.0,0.0,0.0,0.2791618455048926,0.2163934044792267,28.841455078125,28.164080810546874,27.79949951171875,28.41002197265625,51.878469913563826,100.98876953125,122.46058427526596,0.0,127.58558427526596,0.37311197916666666,0.38790734608968097,0.5259085019429525,0.44914595286051434,0.29054272969563805,0.30465901692708336,0.4397727012634277,0.37101923624674477,34.42499923706055,34.97500228881836,35.31666564941406,34.63333511352539,27.558334350585938,28.450000762939453,28.541667938232422,28.158334732055664,20.75,21.983333587646484,21.816667556762695,21.71666717529297,0.0002768975555698737,20.78699951171875,21.315333557128906,21.219636535644533,21.102833557128907,20.78699951171875,21.315333557128906,5.575000286102295,5.449999809265137,5.508333206176758,5.516666889190674,113200.1501,217643.3135,153404.9196,577.1,596.5,612.8,653.3,689.9,790.6,597.0,0.09288772623589699,0.0,0.0,0.0,32.721500396728516,26.166000366210938,24.6299991607666,27.147998809814453,24.36199951171875,27.177499771118164,29.677499771118164,30.47425079345703,32.043251037597656,26.908998489379883,28.55525016784668,27.053998947143555,131.1037234042553,48.86436170212766,17.403778645833334,19.774,22.580296875,25.806377604166666,31304.23046875,35426.1953125,40256.8515625,45731.2265625,99.09165142952128,112.13949260305851,127.43064328457447,144.75945395611703,4.652499675750732,5.662499904632568,6.0283331871032715,4.534999847412109
NG201500000009,NGGE71FL,NG,2015.0,9.0,NG2015MIS,121419.5078125,138651.203125,158460.5,42.70000076293945,58.108333587646484,58.42499923706055,44.35000228881836,6.6980390548706055,9.27260684967041,9.21287727355957,7.0677289962768555,0.015731291063952522,0.022817990757313437,0.042885867579126206,34.84719016335227,34.00772927024148,33.02348466352983,34.28776966441762,14.15000057220459,13.566666603088379,14.074999809265137,13.350000381469727,5.0,1550.7272727272727,1594.2727272727273,1640.1818181818182,1833.909090909091,1862.2727272727273,1857.8181818181818,1923.7272727272727,0.0,0.0,0.0,0.0,40.84615384615385,1435.310546875,5.0,0.6334200700124105,0.0,0.25649666217079015,0.18882957942078973,27.64975253018466,27.320606578480113,26.62704745205966,27.44449129971591,48.098319379973475,60.60746332062334,108.18640169098143,0.0,103.38082311007958,0.3155322756086077,0.27104886940547396,0.42213242394583567,0.3201473781040737,0.22958060673304967,0.18507020814078196,0.3232174260275705,0.23321282863616943,35.66666793823242,36.32500076293945,36.67499923706055,35.88333511352539,28.558334350585938,29.516666412353516,29.616666793823242,29.183334350585938,21.516666412353516,22.758333206176758,22.600000381469727,22.53333282470703,0.00022126830169991619,20.230606079101562,20.601212935014203,20.452314897017047,20.63348388671875,20.230606079101562,20.601212935014203,6.375,6.266666889190674,6.3416666984558105,6.275000095367432,56536.93484,265882.4107,252964.9547,457.2,446.9,531.4,489.7,611.9,720.2,563.8,0.6191076789673823,0.0,0.0,1.0,32.71233113606771,26.732999165852863,23.989667256673176,26.28033447265625,23.463999430338543,27.81866709391276,30.4933344523112,29.956334431966145,32.72599792480469,26.679331461588543,28.844334920247395,27.66200002034505,89.42175066312997,14.984084880636605,57.153333333333336,64.93704166666667,74.15281770833333,84.747140625,66748.390625,75537.46875,85837.8125,97510.21875,217.4414375,246.07302083333335,279.6277083333333,317.65208333333334,3.801666498184204,4.539166450500488,4.791666507720947,3.7641665935516357
NG201500000010,NGGE71FL,NG,2015.0,10.0,NG2015MIS,34569.1328125,39475.13671875,45115.0,58.04999923706055,72.84166717529297,75.17500305175781,55.891666412353516,10.412555694580078,13.36544418334961,13.647503852844238,10.131420135498047,0.0856244166692098,0.10388697187105815,0.16548446814219156,35.6463623046875,34.560001373291016,33.64666748046875,34.073333740234375,13.675000190734863,12.991666793823242,13.5,12.916666984558105,9.0,1810.0,1872.0,1971.0,2043.0,2235.0,2135.0,2168.0,0.0,0.0,0.0,0.0,38.5,1551.1754150390625,6.0,0.0,0.0,0.22912256345403606,0.128292459505372,28.12636375427246,27.52750015258789,27.27666664123535,27.56999969482422,11.827665328979492,190.0987548828125,74.08262634277344,0.0,59.51963806152344,0.3349238932132721,0.34959694743156433,0.47079578042030334,0.4069446623325348,0.2516232132911682,0.26897937059402466,0.3825836479663849,0.3262880742549896,34.42499923706055,34.97500228881836,35.31666564941406,34.63333511352539,27.558334350585938,28.450000762939453,28.541667938232422,28.158334732055664,20.75,21.983333587646484,21.816667556762695,21.71666717529297,0.0668079318671391,20.906665802001953,21.066667556762695,20.60636329650879,20.4950008392334,20.906665802001953,21.066667556762695,5.575000286102295,5.449999809265137,5.508333206176758,5.516666889190674,143586.5793,185573.5052,126252.466,667.0,676.0,716.0,773.0,792.0,902.0,659.0,0.03234829753637314,0.0,0.0,0.0,32.784000396728516,26.211000442504883,24.714000701904297,27.40999984741211,24.5570011138916,27.173999786376953,29.618000030517578,30.753999710083008,31.869998931884766,26.677000045776367,28.216999053955078,27.020999908447266,149.5,3.1875,362.0708582261029,411.38131893382354,469.76393037683823,536.8797679227941,751.5206298828125,850.4780883789062,966.4498291015625,1097.872802734375,55.82807922363281,63.17930603027344,71.79447937011719,81.55747985839844,4.652499675750732,5.662499904632568,6.0283331871032715,4.534999847412109
